Nitrogen,Phosphorus,Potassium,Soil Temperature,Moisture,pH,Humidity,Air Temperature,Crop
64,40,35,26.93,85,6.57,67.49,27.71,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,54,26,25.81,79,6.78,80.32,26.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,59,25,26.22,90,6.21,67.6,26.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,48,25,27.1,88,6.08,53.15,30.45,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,46,20,25.56,98,6.07,76.55,27.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,41,24,25.61,96,6.77,78.19,26.07,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,43,35,27.51,99,5.51,65.64,29.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,39,33,25.17,87,6.02,68.4,26.43,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,39,25,26.88,92,5.52,80.23,26.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,47,40,26.59,84,6.12,75.22,29.15,Tomato
72,59,29,25.91,97,6.87,62.67,26.01,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,55,24,26.86,72,5.93,62.64,26.14,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,53,24,26.46,84,6.68,63.5,28.49,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,50,35,26.27,77,6.92,80.28,26.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,40,16,26.79,73,6.55,57.2,29.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,52,26,26.23,94,5.9,75.46,26.96,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,43,28,27.22,89,5.52,72.13,28.14,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,51,29,26.55,73,6.39,58.81,26.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,37,38,26.54,84,5.79,58.68,29.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,53,43,25.95,87,5.67,77.4,27.96,Potato
78,50,33,25.31,70,6.95,60.97,27.17,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,41,40,26.09,92,6.24,54.38,26.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,51,41,25.84,95,5.29,71.23,27.67,Potato
80,56,30,25.12,80,5.66,61.49,27.09,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,47,38,26.18,88,5.89,65.37,28.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,49,39,27.56,95,6.55,67.08,25.37,Tomato
90,47,31,27.59,100,6.02,77.98,29.29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,47,45,26.42,78,5.37,54.69,27.57,Potato
77,57,43,27.74,72,5.36,68.04,25.8,Potato
95,47,45,25.01,75,5.4,50.18,26.44,Potato
72,51,31,27.01,71,6.83,64,29.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,42,30,25.69,98,6.77,56.92,28.98,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,56,20,25.42,77,6.09,50.06,26.84,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,55,42,25.38,95,5.22,80.7,25.5,Potato
80,38,26,26.87,81,6.04,64.74,28.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,49,31,26.17,81,6.03,75.58,29.01,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,55,42,27.78,89,5.23,69.75,26.36,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,58,32,27,95,6.41,55.9,28.65,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,42,39,27.09,78,5.14,62.25,25.91,Potato
94,45,25,26.57,97,6.23,51.8,26.37,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,60,29,26.84,84,6.21,51.05,30.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,56,36,25.87,89,6.2,80.11,26.62,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,56,43,27.06,90,5.49,56.51,27.95,Potato
77,48,25,27.47,97,6.85,80.49,27.34,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,60,30,25.94,88,6.87,79,26.75,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,46,17,27.16,70,6.77,76.03,28.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,45,44,27.29,84,6.72,78.9,26.72,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,44,28,25.69,82,6.38,59.19,28.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,55,25,27.68,79,5.99,64.08,29.21,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,55,33,25.13,96,5.81,50.79,28.34,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,39,34,26.85,91,5.89,59.04,28.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,57,29,25.58,71,6.93,51.19,29.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,42,33,25.14,87,5.02,63.7,25.72,Potato
64,40,24,26.28,72,6.49,53.28,27.88,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,52,39,26.53,78,6.73,50.87,25.51,Tomato
67,37,18,27,96,5.86,62.43,28.91,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,49,19,26.95,90,5.86,62.49,30.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,56,33,25.18,96,6.51,78.07,25.77,Tomato
69,40,23,26.06,73,6.62,56.21,27.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,49,21,25.6,71,5.59,67.2,27.71,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,52,34,27.24,89,5.82,53.51,30.76,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,50,17,26.53,84,6.87,76.35,27.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,50,41,26.4,80,6.37,54.24,29.99,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,44,34,27.51,79,6.02,50.12,27.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,44,37,26.23,73,5.56,65.95,26.94,Potato
86,54,34,26.57,81,5.51,74.27,30.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,57,33,26.81,98,6.54,61.75,23.87,Tomato
87,53,27,27.74,80,6.69,77.67,27.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,45,31,27.05,79,6.94,53.85,26.94,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,38,17,27.03,81,6.12,68.83,26.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,58,18,27.03,89,6.9,55.39,26.29,BR3_BR16_BRRIdhan27_BRRIdhan48
92,53,20,25.67,87,6.23,63.91,29.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,52,42,25.34,71,5.37,77.37,27.39,Potato
62,46,22,26.13,78,6.06,75.06,30.59,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,40,24,27.48,83,6.6,56.39,26.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,48,32,27.77,87,6.77,55.7,27.23,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,53,31,25.07,98,6.5,58.17,23.76,Tomato
63,41,43,27.37,90,5.93,64.51,30.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,45,26,26.32,88,5.84,70.82,30.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,48,20,26.28,78,6.59,63.45,26.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,51,35,27.14,71,5.55,65.15,30.04,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,48,26,27.56,87,6.44,74.17,26.75,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,45,24,25.08,98,6.17,73.53,30.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,39,39,25.7,85,5.29,51.46,26.29,Potato
88,51,27,26.72,74,6.56,65.18,27.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,52,42,26.2,74,5.49,63.06,26.82,Potato
96,59,27,26.35,82,6.86,72.41,25.08,Tomato
61,48,35,27.64,89,5.86,52.2,26.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,58,43,27.78,85,6.56,69.18,24.67,Tomato
71,37,39,26.36,76,6.48,65.01,29.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,59,43,27.51,78,6.43,72.52,23.43,Tomato
75,44,44,27.3,99,5.16,50.94,27.22,Potato
86,41,31,25.07,70,5.73,79.61,28.39,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,58,17,25,98,6.68,56.72,24.31,Tomato
87,36,31,25.88,84,5.75,65,26.27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,60,43,27.49,78,5.19,65.27,24.67,Potato
90,48,18,27.09,82,6.66,70.16,30.77,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,53,35,27.34,98,6.52,66.17,27.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,39,37,26.53,91,5.67,58.13,26.29,Potato
80,41,25,25.35,99,6.34,60.27,29.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,54,27,27.4,71,6.09,70.84,29.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,40,44,26.44,87,6.63,79.5,30.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,52,33,26.47,84,6.3,62.65,26.86,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,59,25,26.98,95,6.86,52.66,28.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,58,42,27.46,70,6.77,67.91,24.65,Tomato
82,38,41,27.88,79,5.18,79.37,25.62,Potato
77,45,24,25.3,96,6.72,58.46,27.47,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,53,17,26.81,85,6.31,75.11,27.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,55,42,27.66,85,5.14,68.15,26.67,Potato
89,59,43,25.3,95,6.7,54.32,23.67,Tomato
70,51,27,27.27,97,5.73,65.13,28.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,37,28,26.82,80,5.99,74.45,29.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,38,23,27.44,87,5.9,66.51,28.93,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,56,39,27.22,92,5.67,75.91,29.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,44,17,25.01,96,5.88,68.84,33.56,BR3_BR16_BRRIdhan27_BRRIdhan48
92,48,44,26.57,77,5.47,61.51,25.89,Potato
80,43,41,26.12,81,5.3,60.3,25.11,Potato
98,53,35,27.24,85,6.84,53.87,25.47,Tomato
93,42,30,25.02,92,5.77,73.32,26.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,49,37,25.87,86,5.87,60.01,26.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,47,43,27.31,82,6.65,78.99,23.84,Tomato
62,45,22,26.75,97,6.54,65.78,28.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,37,44,27.4,98,5.52,53.9,24.56,Potato
79,49,23,27.23,77,5.94,55.4,27.98,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,38,33,27.9,97,6.3,60.49,30.57,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,38,34,26.07,76,6.86,71.31,27.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,54,28,25.99,80,5.91,62.31,29.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,57,24,26.39,89,6.11,62.95,26.07,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,48,40,26.4,98,6.96,68.14,23.55,Tomato
66,44,42,27.01,97,6.97,66.64,27.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,37,28,26.03,70,6.61,74.6,28.93,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,37,38,27.88,80,6.07,73.97,26.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,40,18,25.09,92,6.04,55.36,28.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,38,18,27.63,85,5.97,77.43,30.27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,58,28,27.5,78,5.95,66.43,27.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,47,36,26.56,74,5.77,70.71,28.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
88,54,35,25.9,99,5.81,50.28,28.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,41,18,25.1,86,5.99,56.37,28.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,39,23,25.86,94,6.39,65.74,27.86,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,48,30,27.87,94,6.87,61.45,28.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,56,17,26.58,74,6.76,67.67,27.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,42,22,27.47,92,6.52,71.92,29.57,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,36,28,25.12,72,6.6,56.26,28.63,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,59,42,25.9,72,6.33,73.83,26.42,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,60,37,26.03,95,6.54,79.94,23.75,Tomato
86,38,18,26.5,100,6.21,79.01,27.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,60,36,27.3,85,6.64,53.03,25.99,Tomato
60,37,18,25.02,91,6.62,65.18,29,BR3_BR16_BRRIdhan27_BRRIdhan48
68,57,23,26.76,94,6.73,79.29,26.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,46,43,26.09,81,6.32,52.38,29.73,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,48,19,27.26,91,5.72,68.14,26.46,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,59,19,25.81,95,6.57,66.59,30.27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,46,44,26.2,95,6.73,67.01,26.07,Potato
95,43,25,25.82,72,5.66,55.61,28.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,44,26,26.07,82,6.71,72.56,27.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,52,31,26.5,90,6.85,59.42,27.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,46,25,27.53,79,5.61,71.29,27.47,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,45,17,26.99,84,6.96,68.85,26.24,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,51,24,25.9,88,6.79,71.59,27.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,41,21,25.68,93,6.15,60.45,29.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,38,22,27.74,87,6.43,56.78,29.04,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,51,43,25.91,78,5.28,54.18,27.33,Potato
71,57,42,26.68,92,5.97,67.28,29.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,59,28,26.47,87,6.22,70.56,28.24,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,58,31,25.97,72,6.74,73.31,29.98,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,49,42,27.23,84,6.01,70.72,29.97,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,52,43,26.41,94,5.28,79.05,25.93,Potato
69,42,34,26,86,6.38,67.99,29.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,36,40,27.35,78,6.68,62.85,28.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,47,26,26.74,80,6.1,65.77,29.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,58,28,27.66,91,6.93,65.75,24.19,Tomato
60,37,25,25.09,84,5.8,68.73,27.86,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,48,42,25.77,82,6.22,66.18,31.86,Tomato
63,52,35,25.61,80,6.69,76.48,26.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,37,38,25.53,90,5.56,62.64,29.35,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,43,26,26.47,76,6.19,73.59,27.41,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,46,45,27.31,95,6.19,54.62,28.76,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,51,23,26.74,77,6.39,65.83,30.16,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,54,16,27.03,99,6.59,65.45,28.27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,51,30,26.08,80,6.84,68.98,29.19,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,40,33,25.63,97,5.84,66.69,26.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,58,39,27.17,97,5.7,55.32,24.48,Tomato
68,47,31,25.56,78,6.65,61.03,28.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,60,37,27.52,83,6.72,76.23,25.88,Tomato
69,40,28,27.79,72,6.62,68.48,26.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,39,36,27.52,88,6.02,74.46,26.72,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,55,30,27.4,74,5.93,72.17,26.73,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,41,40,27.34,95,5.27,79.61,26.41,Potato
74,47,36,26.58,92,5.92,77.91,26.77,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,36,33,26.43,73,6.93,57.21,28.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,54,24,26.42,70,6.92,59.31,28.36,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,44,27,27.41,91,6.02,52.78,29.28,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,47,40,27,100,5.02,68.65,27.63,Potato
90,60,24,27.25,86,5.54,52.82,29.61,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,45,41,26.3,93,6.6,54.7,30.91,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,51,30,26.1,72,5.75,75.56,26.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,42,33,26.21,86,6.93,77.98,29.28,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,42,29,26.52,98,6.23,63.6,27.17,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,55,17,25.68,77,6.16,51.27,28.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,57,31,25.94,91,6.74,69.47,29.81,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,44,24,26.89,75,6.49,68.25,26.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,36,32,27.81,91,6.04,71,28.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,59,21,25.65,94,5.75,51.53,27.29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,42,42,25.88,80,6.14,67.82,29.42,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,51,41,25.96,75,6.55,56.63,28.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,45,24,25.28,80,6.46,59.61,28.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,37,40,26.98,99,5.19,60.5,23.6,Potato
86,52,23,27.86,82,6.4,77.07,27.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,60,23,25.76,92,6.61,66.7,30.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,40,43,26.47,90,6.1,61.59,30.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,58,43,26.76,98,6.21,62.87,30.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,40,45,26.1,99,5.33,67.61,23.67,Potato
91,40,27,27.88,97,6.64,54.35,30.07,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,48,17,27.72,99,6.1,60.56,28.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,46,20,27.42,74,6.58,78.92,26.88,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,37,34,26.7,97,5.6,58.06,26.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,40,24,26.07,75,6.24,57.22,27.32,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,56,21,26.37,72,5.52,51.45,29.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,38,28,27.57,78,5.82,70.96,28.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,47,16,25.68,72,6.25,64.47,31.82,BR3_BR16_BRRIdhan27_BRRIdhan48
72,51,30,26.29,90,5.81,60.56,29.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
88,55,20,26.88,75,6.8,78.51,28.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,58,34,25.48,73,6.65,74.86,30.25,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,36,38,26.36,76,5.36,60.49,24.9,Potato
84,42,19,27.63,95,6.6,69.76,27.26,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,58,23,26.04,75,6.09,69.48,29.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,37,25,25.83,89,6.88,73.57,29.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,55,36,26.85,74,6.9,74.82,28.62,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,51,37,27.19,94,7,77.22,27.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,60,21,26.08,87,6.85,70.7,27.05,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,51,27,25.49,99,6.77,50.8,27.39,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,42,37,26.16,74,6.01,59.28,30.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,55,26,27.46,83,6.93,79.17,30.47,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,38,31,25.58,81,6.23,76.16,29.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,43,18,25.95,92,6.66,79.18,27.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,36,24,27.35,100,6.04,53.2,28.12,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,49,24,25.4,94,6.66,58.32,30.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,50,21,26.54,81,5.87,70.33,27.46,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,49,42,26.53,91,6.24,75.58,26.05,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,39,45,27.78,99,5.23,60.98,24.35,Potato
88,47,45,27.05,76,5.26,64.44,23.56,Potato
100,40,44,26.4,89,5.47,57.63,23.42,Potato
87,39,43,27.41,80,5.56,57.99,27.63,Potato
89,56,35,27.36,74,6.87,67.54,29.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,58,33,27.06,72,6.37,58.66,27.7,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,54,19,25.57,93,5.93,60.74,28.74,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,36,24,27.1,74,6.81,64.52,26.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,43,34,27.03,89,5.94,54.68,29.04,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,42,43,26.31,73,6.73,56.73,25.89,Potato
89,44,16,26.53,79,5.93,51.26,29.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,44,16,26.05,79,5.83,78.62,28.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,48,37,27.2,93,5.63,74.7,25.55,Potato
97,55,35,27.85,85,6.63,60.98,24.89,Tomato
92,49,22,25.4,72,6.66,59.42,27.25,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,36,40,27.14,87,6.57,57.85,26.41,Potato
88,60,35,27.78,72,6.84,77.71,25.97,Tomato
72,36,44,25.38,75,5.59,56.95,28.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,47,32,26.45,100,6.54,59.31,29.41,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,44,21,27.04,96,6.08,66.09,29.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,42,18,25.24,81,6.13,64.54,29.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,47,38,25.58,97,6.84,50.61,30.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,56,24,27.04,96,6.54,68.68,22.99,Tomato
99,49,30,26.98,83,6.43,73.1,24.79,Tomato
97,48,21,26.27,96,6.44,75.13,28.21,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,47,35,25.9,75,6.74,75.89,26.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,38,43,25.16,96,6.61,57.41,24.74,Potato
